"","amc","gcomp","wqs"
"1",0.797931536692508,0.590322809959574,1.32978126460893
"2",0.852270894233768,0.65854506969279,1.21813092137863
"3",0.93059708928266,0.669548009272542,1.27338178790675
"4",0.89046774765205,0.668555156717708,1.3353479991124
"5",0.871434999973501,0.774655716483594,1.24738498585826
"6",0.995626173667232,0.811863817575933,1.2085130076054
"7",0.759964422637699,0.821600053274434,1.23845011643903
"8",0.826232994187363,0.799484923846478,1.26126699402713
"9",0.668430978309306,0.553644691660388,1.17603667182985
"10",0.706693977150297,0.78615948309286,1.46310573786387
"11",1.19781710385344,1.08443812381209,1.34765411385894
"12",1.14249895006392,1.05443462987494,1.44553895870085
"13",0.797847788977174,0.694607504869547,1.20926523638705
"14",0.822554588850366,0.856327296723753,1.26770540638366
"15",1.18543664374266,0.908653871320366,1.33709688932309
"16",1.01429146735336,0.947078545313532,1.37421782892238
"17",0.958113508984411,0.661186464129779,1.20900762674286
"18",0.868080333006356,0.867470196920356,1.40405065788271
"19",0.802745308032082,0.634829866379883,1.40303861213807
"20",0.613720525127066,0.529444381694517,1.26218781993842
"21",0.916056572329359,0.635673743854971,1.21742258536413
"22",1.04323428335514,0.886191687490797,1.23571360630225
"23",0.749754827510079,0.641027768192531,1.30193540093224
"24",0.955739422804272,0.59815346237231,1.36911997581578
"25",0.89319724645235,1.0152407545809,1.35694533671322
"26",0.924539358597287,0.741713635731459,1.23793335154052
"27",0.984812987561185,0.810599299358144,1.33630467077557
"28",0.903010335860378,0.935863170688208,1.32555111199255
"29",0.887485037861652,0.850160648888304,1.22789387535383
"30",0.625963856693576,0.601298716217587,1.25146482848675
"31",1.14406448023121,0.959501253509829,1.26859236856333
"32",1.05788047758848,0.819260281701678,1.22804817873106
"33",0.802127225685138,0.880179464797363,1.3305884924442
"34",0.591984384233056,0.617607789041893,1.36853162638228
"35",0.704313563651365,0.55515567119062,1.25430389633044
"36",0.628339275324041,0.53528941201786,1.20942532463417
"37",0.90914548499236,0.821238672134356,1.20305178675263
"38",0.91568121226239,0.940787843593562,1.3717942236941
"39",1.16022013972968,0.903233315832236,1.30186115994395
"40",0.919707121976432,0.556487710123177,1.26448602240016
"41",0.959615014433428,0.822349691659572,1.26074293489193
"42",0.568709959254158,0.480320418128204,1.20946130645671
"43",0.632760774198125,0.538451057952334,1.21757524303113
"44",0.759812767839692,0.494606322434758,1.20992417428072
"45",0.733353416882989,0.742072406026275,1.35754024655957
"46",0.596458395164407,0.705692324920622,1.39158077525741
"47",0.680994586435863,0.650557694133444,1.23912365497773
"48",0.760790280006456,0.592088624512194,1.19240799684499
"49",0.917025113036628,0.760767981086025,1.12437633293817
"50",0.909590230610207,0.787364685794049,1.371330155861
"51",0.645513956479485,0.631484557065452,1.26184199024495
"52",0.837067854611246,0.729680399034294,1.19427560094643
"53",0.644425972439388,0.707206274316137,1.28236147631213
"54",0.904976262508479,0.803541342567014,1.34914649396006
"55",0.776406240960841,0.715954010503517,1.27066742809968
"56",0.928169127104439,0.763025233449247,1.26146004233457
"57",0.858550271314516,0.764085881846357,1.30108752341045
"58",0.853506405331542,0.680094933680659,1.27394397487301
"59",0.869855058496525,0.789659894112339,1.4277259506394
"60",0.890232288150323,0.727272496721215,1.30161159611872
"61",0.691010589742777,0.719794722798618,1.2580229744853
"62",0.583181401546545,0.789558535925779,1.26101637528921
"63",0.690283269180953,0.299473986327609,1.21256948621928
"64",0.986911239423627,0.618835946395779,1.21858194869358
"65",0.804074350395595,1.02206034631176,1.37597508041554
"66",1.04892139200238,1.06578618695291,1.36644003042467
"67",1.07779657461845,0.775266533677328,1.28314335384585
"68",0.926476974554931,0.769835020742412,1.267412443094
"69",0.720188317189589,0.719706414098873,1.29235515152465
"70",0.760846098556685,0.873830423485471,1.28941165361439
"71",0.899233005729902,0.66760235530767,1.21108337198199
"72",0.836341577274699,0.653069442988977,1.16793736609174
"73",0.75294462622184,0.636806217025613,1.20345942054668
"74",1.00582290487569,1.05196091697389,1.41575992330612
"75",1.29167012912754,1.15516005094712,1.38970894105646
"76",0.882904501671988,0.78675005247071,1.2772931987042
"77",0.859736743219626,0.720196013430039,1.21352639096497
"78",0.751927511472356,0.72409229517287,1.21119668321239
"79",0.763640910109155,0.678702539073242,1.25994620241557
"80",0.798608207468307,0.761764623962073,1.29971057390053
"81",0.850382427817528,0.672988160341565,1.22287036091137
"82",1.00933767196325,1.05660951133339,1.32435068861203
"83",0.95857224315004,1.14560006107389,1.31635469838465
"84",1.01873989029116,0.590043006122663,1.28639337688899
"85",1.07305155373923,0.892530699935782,1.39004590219953
"86",0.825751872629729,0.755473744515378,1.26599898557321
"87",1.08138379075605,0.780399889628083,1.18472253709284
"88",1.08234730307432,1.1641726881299,1.20978941696382
"89",0.86198638017677,0.763736690687817,1.29402069315898
"90",1.03325475930345,1.02387134719568,1.31291862324157
"91",0.900804267991652,0.628387532576828,1.19518424424303
"92",0.797806489170647,0.597493073526626,1.27831912254284
"93",0.720167471516988,0.77058100523202,1.4405708418927
"94",0.833355061638648,0.831903866082797,1.22016067324972
"95",1.09196880221196,0.982802584993916,1.32911406540856
"96",1.00026535463212,0.823381815232473,1.31736439752949
"97",0.799238033260889,0.700735681157793,1.28722102147525
"98",0.714533264114602,0.555459072205855,1.28326376811984
"99",0.747798821110201,0.643188947514704,1.26788414105807
"100",0.678968223009995,0.659627717066535,1.28305106211111
"101",0.75818926553808,0.774156834191699,1.39567310104753
"102",0.763136192825744,0.460695988139339,1.27181114713109
"103",0.838965337537897,1.08111794536778,1.3659597737178
"104",0.96084419598589,0.862254658550323,1.35523599719605
"105",0.968530892886546,0.761848617358014,1.19920167356637
"106",0.864628292831936,0.666362804765388,1.29214614283777
"107",1.04204759989765,1.01773507896317,1.41848082270581
"108",0.72736121484742,0.630681440187688,1.3876601734127
"109",0.677123802235533,0.610720509481645,1.29099637959942
"110",0.986312743002923,0.803057158305937,1.26123590898538
"111",0.652466965903237,0.619945220790204,1.31056280874001
"112",0.86449720162853,0.792112191052551,1.22857957070955
"113",1.02363434972211,1.05658096296946,1.25284234717648
"114",0.641839386390914,0.709130187791564,1.20829723242461
"115",0.902191682967562,0.849479303375992,1.27592073570146
"116",0.98078334579944,0.899302843869481,1.40685562642162
"117",0.803124864415089,0.574982730954691,1.28839154794371
"118",0.843382340239029,0.82340584337734,1.31326853260667
"119",0.822670865414009,0.646813808375499,1.19792147461862
"120",0.847553067434366,0.713222374940015,1.24150440408863
"121",0.448497256391875,0.558062863105327,1.38543504383163
"122",1.02994742910314,0.85364724055268,1.30885983391508
"123",1.08448837907397,0.888899427880061,1.29912514024746
"124",0.76510809090599,0.661704359583876,1.13610740968948
"125",0.818286234915423,0.624892099767292,1.20228408687817
"126",1.27384503357824,1.11734234892101,1.3011270291375
"127",0.835604064801159,0.795828827820427,1.3715330979511
"128",0.717114326051966,0.572740886890831,1.24548958664214
"129",0.791060853022654,0.833732929788335,1.26726948065746
"130",0.79126999982616,0.763969378055995,1.31026825346829
"131",0.862646409234731,0.761064967807123,1.23550289128053
"132",0.951431131598244,0.899422869142382,1.30351704658044
"133",0.76903374414575,0.738568991698905,1.28247564077804
"134",0.744305042498372,0.530990596559272,1.40976600806197
"135",0.82258822163005,0.601125455221117,1.30757499556829
"136",0.894051959158924,0.883591486691505,1.28060541850078
"137",0.866785010990892,0.72674418239574,1.37355709582398
"138",1.06717762657116,1.0085225321915,1.24344448843931
"139",0.778940042459171,0.85882890061107,1.21513467782247
"140",0.747109008094722,0.754638181254627,1.32590798258023
"141",0.935134980564766,0.854114669907715,1.28986906913111
"142",0.903342495397914,0.686164075827788,1.19965275252107
"143",0.872515875636526,0.69430973727677,1.3370793930421
"144",0.683215021563504,0.55536460471089,1.30371028320979
"145",1.14158237976252,0.941237115283578,1.37428517069973
"146",1.04825442099025,0.921320490298789,1.32998025126911
"147",1.36570168520219,1.09665756063719,1.27534300553823
"148",1.03761400312649,1.03226715141882,1.38353289519013
"149",0.763095676438058,0.712781200828459,1.2031861317691
"150",0.718510973313504,0.714511020672496,1.37272924270711
"151",0.779610985336946,0.603856133247009,1.24160925267324
"152",1.26908136240795,0.948140923587232,1.23492366137325
"153",1.12783532138413,0.903033460675048,1.44832367717939
"154",0.673142282523715,0.511580251048269,1.27877032676764
"155",0.948672926677611,0.93986332351394,1.23868383968894
"156",0.884608270938211,0.916668291789679,1.15318544671992
"157",0.735590336758515,0.738838108000588,1.25374946554378
"158",0.871237628828064,0.80641715095174,1.33277552032847
"159",0.742670699354684,0.622695638480899,1.27316116920341
"160",0.735883153813376,0.683040750162386,1.25147694427086
"161",0.864384929690205,0.664562822572269,1.29775787628317
"162",0.920553764984962,0.881687295497597,1.32481749933894
"163",0.81418085213749,0.775084616065472,1.18776147128948
"164",0.780544415786347,0.80438335339334,1.39851512426713
"165",0.712991325027213,0.693756106112989,1.28255109404879
"166",0.717930551913946,0.716967799889359,1.36016679627162
"167",1.10884402834316,0.736655063667808,1.29989403973916
"168",1.06684495124349,0.881422996336073,1.24152922336755
"169",0.999827639096938,0.846921056737377,1.35452002626752
"170",0.794911807074512,0.705933878744992,1.35603567597808
"171",0.616643300578824,0.39725026842901,1.2431894028987
"172",1.12509584150357,1.12650770472394,1.47471754016954
"173",0.782132496853329,0.722013849609251,1.17873937464835
"174",0.915884232829279,0.860159598240506,1.2800870623907
"175",0.92925618066095,0.710845279109283,1.16871967678666
"176",1.0228004343228,0.958027085151561,1.37901459231343
"177",0.726817666703768,0.668812807857945,1.24287871381824
"178",1.06669208352148,0.964520907295818,1.21404095124917
"179",0.896052333674469,0.734054135836567,1.24641215057449
"180",0.853357438929811,0.721602870234792,1.19640541242754
"181",1.04948161724087,1.02318825987452,1.30612746900334
"182",0.794618380005524,0.923602813357709,1.19046663199657
"183",1.12070519858042,0.974390941934471,1.43301153327677
"184",1.39098994711312,1.25513399235466,1.40926765741902
"185",0.697379685387406,0.868370565159045,1.29307835004742
"186",1.01032522899986,0.967577636916818,1.24924683355716
"187",0.681780779357068,0.717367206010714,1.23131131196712
"188",0.698008221267167,0.687741720023774,1.3343244638511
"189",1.02647620358895,0.827016957277876,1.1950035256886
"190",0.905900996174959,0.84566551372214,1.23978975667941
"191",0.985297080083611,0.963963514217427,1.40305254325845
"192",0.831573757501438,0.716637569086098,1.22749165845297
"193",0.728290262224541,0.783530671617907,1.24391764488724
"194",1.03255623976104,0.891296420456416,1.37446317303669
"195",0.878342102009174,0.999624933290314,1.2928330711088
"196",0.815728820712898,0.733215568379908,1.20544374007979
"197",0.731444130011804,0.63265787609037,1.31633897673779
"198",0.93064216646077,0.92385432186397,1.24873490672623
"199",0.980842601067043,0.94089058780452,1.36246259311416
"200",0.956054274605568,0.815239848541536,1.19482023092344
"201",0.838791932915176,0.748225606930967,1.28709828950612
"202",0.708411811861356,0.758760494063361,1.24968457550803
"203",1.09547626590633,1.08136293237005,1.3901067823673
"204",0.66950879367127,0.726407085236357,1.20394273735024
"205",0.667132304437048,0.794103026375175,1.26905925653598
"206",0.726708389363252,0.679949386628672,1.31554305859739
"207",1.20994607695228,1.07917899757659,1.37738765766946
"208",0.927615403002264,1.05529274190553,1.42622063712941
"209",0.565285250239773,0.656085918832312,1.2985738606912
"210",0.97764199593083,1.01474073164121,1.27485239389778
"211",1.22975302634744,0.992349887009337,1.28545248263849
